Age,Gender,Day_of_Week,Session_Type,Tattoo_Size,Tattoo_Style,Artist_Name
33,Male,Thursday,Walk-in,Large,Realism,Artist B
41,Female,Saturday,Pre-booked,Medium,Realism,Artist C
21,Male,Saturday,Pre-booked,Small,Script,Artist C
52,Female,Saturday,Pre-booked,Medium,Minimalist,Artist B
53,Female,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist B
34,Male,Wednesday,Walk-in,Medium,Custom,Artist B
43,Male,Thursday,Walk-in,Medium,Realism,Artist C
19,Female,Thursday,Walk-in,Small,Script,Artist E
22,Female,Sunday,Walk-in,Small,Realism,Artist E
18,Male,Sunday,Walk-in,Large,Script,Artist B
40,Female,Thursday,Pre-booked,Small,Script,Artist C
53,Female,Sunday,Walk-in,Sleeve/Back,Custom,Artist B
57,Female,Monday,Pre-booked,Small,Custom,Artist A
26,Female,Monday,Pre-booked,Small,Script,Artist B
21,Male,Friday,Pre-booked,Large,Custom,Artist D
25,Female,Monday,Walk-in,Sleeve/Back,Script,Artist B
27,Male,Wednesday,Pre-booked,Large,Realism,Artist C
45,Female,Sunday,Walk-in,Sleeve/Back,Minimalist,Artist A
57,Female,Sunday,Walk-in,Sleeve/Back,Realism,Artist A
34,Male,Tuesday,Walk-in,Medium,Script,Artist A
59,Male,Tuesday,Walk-in,Medium,Script,Artist D
52,Male,Friday,Walk-in,Medium,Custom,Artist A
56,Male,Thursday,Pre-booked,Sleeve/Back,Script,Artist B
26,Male,Wednesday,Walk-in,Small,Realism,Artist D
27,Female,Monday,Walk-in,Sleeve/Back,Script,Artist D
21,Female,Wednesday,Pre-booked,Large,Script,Artist C
26,Female,Tuesday,Pre-booked,Large,Realism,Artist C
54,Male,Monday,Walk-in,Medium,Realism,Artist D
39,Male,Tuesday,Walk-in,Small,Realism,Artist C
32,Male,Thursday,Walk-in,Sleeve/Back,Realism,Artist B
38,Female,Saturday,Walk-in,Medium,Script,Artist B
52,Male,Monday,Walk-in,Large,Custom,Artist A
19,Female,Wednesday,Pre-booked,Large,Realism,Artist D
51,Male,Saturday,Walk-in,Medium,Minimalist,Artist A
48,Male,Monday,Pre-booked,Medium,Script,Artist D
39,Female,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist C
53,Female,Wednesday,Walk-in,Large,Realism,Artist D
35,Female,Wednesday,Walk-in,Small,Minimalist,Artist E
29,Male,Tuesday,Walk-in,Small,Custom,Artist E
49,Female,Tuesday,Walk-in,Medium,Realism,Artist A
29,Male,Tuesday,Walk-in,Small,Realism,Artist A
51,Male,Saturday,Pre-booked,Medium,Minimalist,Artist D
45,Female,Saturday,Walk-in,Medium,Minimalist,Artist B
18,Male,Tuesday,Walk-in,Large,Realism,Artist C
36,Male,Sunday,Pre-booked,Large,Script,Artist A
52,Female,Tuesday,Pre-booked,Medium,Realism,Artist C
21,Male,Friday,Walk-in,Large,Realism,Artist D
29,Male,Sunday,Walk-in,Small,Custom,Artist A
41,Male,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist C
23,Female,Tuesday,Pre-booked,Large,Custom,Artist C
24,Female,Sunday,Walk-in,Medium,Custom,Artist A
26,Female,Monday,Pre-booked,Small,Realism,Artist D
39,Male,Thursday,Walk-in,Large,Realism,Artist A
39,Male,Sunday,Walk-in,Medium,Custom,Artist B
18,Female,Friday,Walk-in,Large,Custom,Artist C
51,Male,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist B
28,Male,Friday,Pre-booked,Sleeve/Back,Custom,Artist E
37,Male,Monday,Pre-booked,Sleeve/Back,Realism,Artist C
54,Male,Saturday,Walk-in,Sleeve/Back,Minimalist,Artist E
45,Male,Wednesday,Pre-booked,Large,Minimalist,Artist E
44,Male,Thursday,Walk-in,Medium,Custom,Artist A
59,Female,Thursday,Pre-booked,Small,Minimalist,Artist D
48,Female,Saturday,Walk-in,Medium,Realism,Artist D
49,Male,Friday,Walk-in,Medium,Realism,Artist D
57,Male,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist E
54,Female,Saturday,Walk-in,Small,Realism,Artist A
55,Male,Monday,Pre-booked,Sleeve/Back,Realism,Artist B
53,Female,Saturday,Walk-in,Large,Minimalist,Artist D
43,Female,Saturday,Walk-in,Small,Realism,Artist D
27,Female,Sunday,Pre-booked,Medium,Script,Artist B
24,Female,Sunday,Pre-booked,Large,Realism,Artist D
52,Male,Tuesday,Pre-booked,Sleeve/Back,Script,Artist B
53,Female,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist E
49,Female,Wednesday,Walk-in,Large,Realism,Artist E
43,Male,Saturday,Pre-booked,Small,Realism,Artist A
46,Female,Monday,Walk-in,Medium,Realism,Artist B
56,Male,Saturday,Pre-booked,Medium,Minimalist,Artist C
55,Male,Sunday,Walk-in,Sleeve/Back,Custom,Artist C
50,Male,Monday,Pre-booked,Small,Minimalist,Artist B
26,Male,Thursday,Pre-booked,Small,Minimalist,Artist E
47,Female,Sunday,Walk-in,Large,Minimalist,Artist E
48,Female,Wednesday,Walk-in,Sleeve/Back,Script,Artist C
58,Male,Sunday,Walk-in,Small,Custom,Artist D
18,Male,Monday,Walk-in,Sleeve/Back,Script,Artist D
19,Female,Friday,Pre-booked,Sleeve/Back,Custom,Artist A
19,Female,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist D
31,Female,Friday,Pre-booked,Small,Custom,Artist D
38,Female,Thursday,Walk-in,Medium,Minimalist,Artist E
20,Female,Friday,Pre-booked,Large,Custom,Artist B
35,Male,Sunday,Pre-booked,Medium,Minimalist,Artist D
35,Male,Tuesday,Walk-in,Sleeve/Back,Realism,Artist B
51,Male,Thursday,Walk-in,Medium,Minimalist,Artist B
34,Female,Monday,Walk-in,Sleeve/Back,Script,Artist A
32,Male,Sunday,Walk-in,Medium,Script,Artist A
22,Male,Thursday,Walk-in,Medium,Minimalist,Artist B
24,Female,Tuesday,Pre-booked,Medium,Custom,Artist A
42,Male,Monday,Pre-booked,Large,Minimalist,Artist D
26,Male,Tuesday,Pre-booked,Medium,Script,Artist E
57,Male,Sunday,Walk-in,Medium,Script,Artist E
26,Female,Tuesday,Walk-in,Small,Script,Artist A
26,Male,Friday,Pre-booked,Sleeve/Back,Realism,Artist C
20,Female,Friday,Walk-in,Large,Script,Artist E
58,Female,Wednesday,Pre-booked,Small,Script,Artist D
29,Female,Friday,Pre-booked,Medium,Script,Artist D
26,Female,Wednesday,Walk-in,Medium,Minimalist,Artist C
51,Female,Monday,Walk-in,Large,Realism,Artist D
19,Male,Saturday,Walk-in,Large,Minimalist,Artist C
25,Male,Thursday,Walk-in,Sleeve/Back,Script,Artist E
43,Female,Wednesday,Walk-in,Medium,Realism,Artist D
25,Female,Thursday,Walk-in,Medium,Minimalist,Artist A
26,Male,Sunday,Pre-booked,Large,Minimalist,Artist E
35,Female,Wednesday,Pre-booked,Sleeve/Back,Script,Artist D
55,Male,Saturday,Walk-in,Medium,Realism,Artist A
50,Female,Saturday,Walk-in,Small,Script,Artist B
22,Male,Friday,Pre-booked,Medium,Minimalist,Artist A
38,Female,Wednesday,Pre-booked,Small,Script,Artist E
21,Male,Saturday,Walk-in,Medium,Script,Artist B
39,Female,Friday,Pre-booked,Large,Script,Artist B
36,Male,Wednesday,Walk-in,Sleeve/Back,Minimalist,Artist A
24,Female,Monday,Walk-in,Small,Minimalist,Artist A
33,Female,Monday,Walk-in,Medium,Custom,Artist A
26,Male,Friday,Walk-in,Medium,Custom,Artist C
54,Female,Thursday,Pre-booked,Medium,Custom,Artist C
21,Male,Thursday,Walk-in,Small,Realism,Artist A
39,Male,Monday,Pre-booked,Small,Script,Artist B
53,Female,Wednesday,Pre-booked,Medium,Script,Artist A
21,Male,Thursday,Walk-in,Small,Minimalist,Artist D
28,Female,Friday,Walk-in,Large,Minimalist,Artist A
46,Female,Monday,Walk-in,Large,Minimalist,Artist D
26,Female,Thursday,Pre-booked,Medium,Custom,Artist B
31,Female,Monday,Pre-booked,Sleeve/Back,Script,Artist A
56,Male,Friday,Walk-in,Sleeve/Back,Script,Artist E
46,Female,Tuesday,Walk-in,Sleeve/Back,Custom,Artist C
48,Male,Monday,Pre-booked,Sleeve/Back,Minimalist,Artist C
56,Male,Monday,Pre-booked,Large,Realism,Artist E
24,Female,Thursday,Pre-booked,Large,Minimalist,Artist A
43,Male,Thursday,Walk-in,Medium,Realism,Artist C
32,Male,Monday,Pre-booked,Large,Minimalist,Artist C
30,Female,Sunday,Walk-in,Small,Minimalist,Artist E
41,Female,Tuesday,Walk-in,Medium,Script,Artist E
31,Male,Saturday,Pre-booked,Medium,Script,Artist C
43,Female,Friday,Walk-in,Medium,Script,Artist A
53,Female,Tuesday,Walk-in,Medium,Minimalist,Artist B
32,Female,Saturday,Pre-booked,Small,Script,Artist D
23,Female,Thursday,Walk-in,Small,Minimalist,Artist E
19,Male,Monday,Walk-in,Sleeve/Back,Custom,Artist D
48,Male,Monday,Walk-in,Medium,Custom,Artist D
31,Male,Wednesday,Walk-in,Large,Realism,Artist D
34,Male,Friday,Pre-booked,Large,Custom,Artist C
18,Female,Saturday,Walk-in,Large,Minimalist,Artist B
25,Female,Friday,Pre-booked,Medium,Minimalist,Artist A
56,Female,Friday,Pre-booked,Large,Realism,Artist C
23,Female,Sunday,Walk-in,Sleeve/Back,Realism,Artist B
19,Female,Saturday,Pre-booked,Large,Realism,Artist E
39,Female,Thursday,Walk-in,Small,Minimalist,Artist E
54,Female,Friday,Pre-booked,Sleeve/Back,Custom,Artist E
20,Female,Thursday,Pre-booked,Medium,Realism,Artist A
19,Male,Wednesday,Walk-in,Small,Minimalist,Artist B
28,Male,Thursday,Walk-in,Sleeve/Back,Custom,Artist D
26,Male,Friday,Pre-booked,Medium,Minimalist,Artist E
50,Male,Saturday,Pre-booked,Small,Realism,Artist B
56,Male,Monday,Pre-booked,Large,Custom,Artist B
28,Female,Sunday,Pre-booked,Large,Script,Artist D
47,Male,Thursday,Walk-in,Medium,Custom,Artist A
55,Female,Saturday,Pre-booked,Medium,Custom,Artist C
50,Male,Wednesday,Walk-in,Medium,Script,Artist C
52,Female,Monday,Pre-booked,Medium,Custom,Artist E
19,Female,Saturday,Walk-in,Large,Custom,Artist C
32,Male,Thursday,Walk-in,Small,Minimalist,Artist C
40,Female,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist E
59,Male,Sunday,Pre-booked,Sleeve/Back,Script,Artist A
46,Female,Monday,Walk-in,Sleeve/Back,Realism,Artist B
53,Female,Sunday,Pre-booked,Medium,Script,Artist E
37,Male,Wednesday,Walk-in,Medium,Custom,Artist C
21,Male,Saturday,Pre-booked,Large,Minimalist,Artist D
50,Female,Monday,Walk-in,Sleeve/Back,Realism,Artist E
53,Male,Sunday,Pre-booked,Small,Custom,Artist B
29,Male,Sunday,Walk-in,Large,Realism,Artist E
27,Female,Saturday,Walk-in,Small,Custom,Artist A
31,Male,Monday,Pre-booked,Small,Minimalist,Artist C
47,Female,Sunday,Walk-in,Small,Custom,Artist B
33,Male,Saturday,Pre-booked,Large,Custom,Artist E
49,Female,Thursday,Walk-in,Sleeve/Back,Minimalist,Artist D
32,Female,Thursday,Pre-booked,Small,Realism,Artist C
55,Male,Wednesday,Pre-booked,Large,Minimalist,Artist A
19,Male,Monday,Walk-in,Small,Minimalist,Artist A
50,Female,Tuesday,Walk-in,Small,Realism,Artist A
30,Male,Sunday,Walk-in,Medium,Custom,Artist B
19,Male,Monday,Pre-booked,Small,Minimalist,Artist C
25,Female,Sunday,Walk-in,Medium,Script,Artist B
46,Male,Saturday,Walk-in,Medium,Minimalist,Artist C
34,Male,Sunday,Walk-in,Sleeve/Back,Custom,Artist E
55,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist E
57,Male,Wednesday,Walk-in,Small,Realism,Artist E
49,Male,Saturday,Walk-in,Small,Custom,Artist C
52,Male,Friday,Walk-in,Large,Realism,Artist D
47,Male,Sunday,Pre-booked,Large,Script,Artist E
58,Female,Saturday,Walk-in,Large,Custom,Artist D
20,Male,Wednesday,Walk-in,Small,Realism,Artist B
44,Female,Friday,Pre-booked,Small,Realism,Artist A
23,Female,Thursday,Walk-in,Medium,Minimalist,Artist A
54,Male,Thursday,Walk-in,Sleeve/Back,Minimalist,Artist B
49,Male,Thursday,Pre-booked,Small,Custom,Artist B
59,Female,Monday,Walk-in,Large,Custom,Artist D
46,Female,Wednesday,Pre-booked,Large,Realism,Artist E
20,Female,Thursday,Pre-booked,Large,Custom,Artist D
48,Female,Sunday,Walk-in,Small,Custom,Artist B
38,Male,Monday,Pre-booked,Medium,Script,Artist A
26,Male,Monday,Walk-in,Medium,Minimalist,Artist B
58,Male,Friday,Pre-booked,Small,Realism,Artist B
32,Male,Friday,Walk-in,Medium,Custom,Artist E
33,Male,Tuesday,Pre-booked,Small,Script,Artist E
37,Male,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist B
26,Female,Sunday,Walk-in,Medium,Script,Artist C
30,Female,Saturday,Pre-booked,Large,Minimalist,Artist E
20,Female,Thursday,Walk-in,Small,Realism,Artist E
49,Male,Friday,Pre-booked,Small,Realism,Artist C
46,Male,Sunday,Walk-in,Medium,Minimalist,Artist C
47,Male,Friday,Pre-booked,Sleeve/Back,Script,Artist E
40,Male,Friday,Walk-in,Sleeve/Back,Custom,Artist D
21,Male,Sunday,Walk-in,Large,Realism,Artist B
22,Female,Tuesday,Pre-booked,Small,Custom,Artist E
37,Male,Wednesday,Walk-in,Large,Minimalist,Artist C
48,Male,Saturday,Walk-in,Small,Minimalist,Artist E
55,Male,Monday,Pre-booked,Large,Custom,Artist E
19,Female,Wednesday,Walk-in,Medium,Custom,Artist D
36,Male,Monday,Pre-booked,Large,Realism,Artist B
53,Female,Friday,Walk-in,Large,Minimalist,Artist D
24,Female,Monday,Walk-in,Medium,Script,Artist C
48,Male,Sunday,Pre-booked,Small,Custom,Artist E
37,Female,Wednesday,Walk-in,Small,Realism,Artist A
44,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist E
47,Male,Sunday,Walk-in,Medium,Custom,Artist C
52,Male,Thursday,Pre-booked,Sleeve/Back,Minimalist,Artist B
45,Male,Monday,Walk-in,Sleeve/Back,Minimalist,Artist C
26,Female,Friday,Walk-in,Sleeve/Back,Minimalist,Artist C
20,Male,Monday,Walk-in,Large,Realism,Artist B
56,Female,Wednesday,Walk-in,Small,Custom,Artist A
23,Female,Saturday,Walk-in,Small,Custom,Artist B
37,Male,Monday,Walk-in,Small,Script,Artist E
33,Female,Monday,Walk-in,Small,Custom,Artist A
35,Male,Saturday,Pre-booked,Large,Script,Artist A
36,Female,Tuesday,Walk-in,Large,Realism,Artist B
44,Male,Wednesday,Pre-booked,Small,Realism,Artist A
20,Male,Saturday,Pre-booked,Sleeve/Back,Realism,Artist C
37,Female,Sunday,Pre-booked,Medium,Script,Artist C
28,Male,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist D
38,Female,Saturday,Walk-in,Medium,Realism,Artist C
24,Female,Friday,Pre-booked,Medium,Realism,Artist D
23,Female,Thursday,Pre-booked,Sleeve/Back,Custom,Artist E
32,Male,Sunday,Walk-in,Sleeve/Back,Custom,Artist A
58,Male,Friday,Walk-in,Sleeve/Back,Minimalist,Artist E
21,Female,Tuesday,Pre-booked,Sleeve/Back,Script,Artist D
27,Female,Friday,Pre-booked,Large,Minimalist,Artist A
55,Male,Friday,Pre-booked,Small,Minimalist,Artist B
24,Male,Sunday,Pre-booked,Medium,Realism,Artist C
39,Male,Sunday,Pre-booked,Small,Minimalist,Artist B
40,Female,Sunday,Pre-booked,Large,Minimalist,Artist E
19,Male,Friday,Pre-booked,Medium,Realism,Artist D
41,Male,Wednesday,Pre-booked,Small,Realism,Artist A
52,Male,Saturday,Walk-in,Small,Script,Artist E
47,Female,Friday,Walk-in,Medium,Realism,Artist D
40,Female,Sunday,Walk-in,Medium,Minimalist,Artist A
35,Female,Thursday,Pre-booked,Small,Minimalist,Artist C
38,Male,Monday,Walk-in,Medium,Minimalist,Artist E
41,Male,Sunday,Pre-booked,Medium,Realism,Artist E
36,Female,Friday,Pre-booked,Small,Minimalist,Artist D
50,Female,Wednesday,Walk-in,Medium,Custom,Artist D
35,Male,Friday,Walk-in,Small,Custom,Artist A
29,Female,Thursday,Pre-booked,Sleeve/Back,Realism,Artist C
32,Female,Thursday,Walk-in,Sleeve/Back,Script,Artist A
43,Male,Friday,Pre-booked,Small,Realism,Artist D
45,Male,Friday,Walk-in,Medium,Minimalist,Artist A
19,Female,Tuesday,Walk-in,Small,Minimalist,Artist D
24,Female,Saturday,Walk-in,Medium,Minimalist,Artist E
29,Female,Tuesday,Pre-booked,Medium,Custom,Artist A
25,Male,Tuesday,Walk-in,Small,Realism,Artist A
34,Male,Saturday,Pre-booked,Small,Script,Artist E
20,Male,Friday,Walk-in,Medium,Minimalist,Artist C
57,Female,Tuesday,Walk-in,Medium,Custom,Artist C
46,Female,Sunday,Pre-booked,Medium,Custom,Artist D
34,Male,Thursday,Pre-booked,Medium,Realism,Artist A
37,Male,Wednesday,Pre-booked,Small,Realism,Artist B
47,Female,Saturday,Walk-in,Small,Custom,Artist A
20,Male,Friday,Pre-booked,Medium,Realism,Artist A
30,Male,Monday,Walk-in,Large,Script,Artist B
40,Male,Tuesday,Pre-booked,Medium,Script,Artist E
31,Female,Sunday,Walk-in,Medium,Minimalist,Artist C
32,Male,Thursday,Pre-booked,Small,Script,Artist A
30,Male,Wednesday,Walk-in,Large,Custom,Artist D
42,Female,Friday,Pre-booked,Sleeve/Back,Minimalist,Artist D
59,Female,Friday,Pre-booked,Small,Script,Artist B
20,Male,Thursday,Pre-booked,Large,Minimalist,Artist A
35,Female,Wednesday,Pre-booked,Small,Minimalist,Artist D
29,Male,Friday,Walk-in,Sleeve/Back,Script,Artist D
48,Male,Tuesday,Walk-in,Large,Realism,Artist A
30,Male,Friday,Pre-booked,Sleeve/Back,Script,Artist E
48,Male,Friday,Pre-booked,Sleeve/Back,Custom,Artist C
44,Female,Wednesday,Pre-booked,Large,Script,Artist B
25,Female,Saturday,Pre-booked,Large,Realism,Artist E
41,Male,Tuesday,Pre-booked,Sleeve/Back,Minimalist,Artist E
20,Male,Thursday,Walk-in,Large,Minimalist,Artist D
41,Male,Sunday,Pre-booked,Large,Custom,Artist C
38,Male,Monday,Walk-in,Sleeve/Back,Script,Artist D
24,Female,Thursday,Walk-in,Sleeve/Back,Script,Artist D
21,Male,Friday,Walk-in,Small,Script,Artist A
54,Male,Tuesday,Pre-booked,Sleeve/Back,Script,Artist C
57,Male,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist E
48,Male,Wednesday,Pre-booked,Small,Script,Artist A
32,Male,Thursday,Pre-booked,Large,Custom,Artist C
40,Male,Friday,Walk-in,Small,Minimalist,Artist E
36,Male,Wednesday,Pre-booked,Sleeve/Back,Realism,Artist A
42,Male,Friday,Walk-in,Medium,Custom,Artist C
46,Male,Thursday,Walk-in,Small,Realism,Artist B
38,Male,Wednesday,Walk-in,Medium,Custom,Artist D
23,Female,Saturday,Pre-booked,Large,Script,Artist A
49,Male,Tuesday,Pre-booked,Large,Minimalist,Artist E
31,Male,Wednesday,Pre-booked,Sleeve/Back,Script,Artist B
36,Male,Sunday,Walk-in,Small,Script,Artist B
49,Male,Tuesday,Pre-booked,Large,Realism,Artist B
39,Female,Saturday,Walk-in,Sleeve/Back,Minimalist,Artist D
47,Male,Wednesday,Walk-in,Medium,Script,Artist C
51,Male,Friday,Walk-in,Medium,Script,Artist D
18,Female,Thursday,Pre-booked,Sleeve/Back,Realism,Artist E
39,Female,Wednesday,Pre-booked,Medium,Minimalist,Artist B
45,Female,Wednesday,Walk-in,Sleeve/Back,Custom,Artist E
53,Male,Wednesday,Walk-in,Medium,Realism,Artist B
43,Male,Friday,Pre-booked,Small,Custom,Artist C
29,Male,Saturday,Pre-booked,Small,Custom,Artist D
48,Male,Friday,Pre-booked,Medium,Custom,Artist A
32,Female,Friday,Walk-in,Sleeve/Back,Custom,Artist E
32,Female,Sunday,Pre-booked,Sleeve/Back,Script,Artist E
24,Male,Wednesday,Walk-in,Small,Realism,Artist E
41,Female,Friday,Pre-booked,Sleeve/Back,Realism,Artist B
28,Male,Saturday,Walk-in,Medium,Minimalist,Artist E
42,Female,Thursday,Pre-booked,Small,Realism,Artist D
22,Female,Sunday,Pre-booked,Large,Script,Artist E
51,Male,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist E
59,Female,Tuesday,Walk-in,Large,Script,Artist A
33,Female,Sunday,Pre-booked,Large,Script,Artist D
56,Female,Sunday,Walk-in,Medium,Custom,Artist A
38,Male,Thursday,Pre-booked,Sleeve/Back,Custom,Artist A
37,Male,Sunday,Pre-booked,Medium,Minimalist,Artist A
46,Female,Monday,Pre-booked,Sleeve/Back,Custom,Artist B
40,Female,Monday,Pre-booked,Small,Script,Artist D
40,Male,Sunday,Walk-in,Medium,Script,Artist C
56,Female,Friday,Pre-booked,Sleeve/Back,Script,Artist A
33,Male,Monday,Walk-in,Sleeve/Back,Realism,Artist C
46,Female,Thursday,Walk-in,Medium,Realism,Artist D
51,Male,Friday,Walk-in,Large,Minimalist,Artist E
31,Male,Saturday,Pre-booked,Small,Custom,Artist C
35,Female,Wednesday,Walk-in,Medium,Minimalist,Artist C
30,Female,Saturday,Walk-in,Medium,Script,Artist C
44,Female,Tuesday,Pre-booked,Small,Custom,Artist E
34,Female,Friday,Walk-in,Medium,Custom,Artist A
32,Female,Monday,Walk-in,Small,Script,Artist D
58,Female,Tuesday,Walk-in,Large,Minimalist,Artist D
28,Male,Sunday,Walk-in,Medium,Minimalist,Artist A
20,Male,Tuesday,Walk-in,Sleeve/Back,Realism,Artist B
47,Female,Monday,Pre-booked,Sleeve/Back,Script,Artist B
41,Male,Wednesday,Walk-in,Sleeve/Back,Custom,Artist A
31,Female,Tuesday,Walk-in,Sleeve/Back,Custom,Artist D
24,Female,Sunday,Walk-in,Medium,Custom,Artist B
33,Female,Friday,Pre-booked,Medium,Minimalist,Artist C
32,Female,Friday,Walk-in,Medium,Custom,Artist B
18,Female,Friday,Walk-in,Sleeve/Back,Custom,Artist C
47,Male,Wednesday,Pre-booked,Medium,Custom,Artist B
44,Female,Friday,Walk-in,Small,Script,Artist E
50,Female,Wednesday,Pre-booked,Small,Script,Artist E
20,Male,Tuesday,Pre-booked,Medium,Minimalist,Artist E
40,Female,Friday,Walk-in,Sleeve/Back,Minimalist,Artist C
30,Male,Friday,Walk-in,Large,Script,Artist A
54,Female,Sunday,Walk-in,Sleeve/Back,Script,Artist D
33,Female,Sunday,Walk-in,Sleeve/Back,Realism,Artist A
33,Male,Saturday,Walk-in,Large,Minimalist,Artist D
44,Female,Thursday,Pre-booked,Sleeve/Back,Realism,Artist A
22,Male,Wednesday,Pre-booked,Sleeve/Back,Custom,Artist A
28,Female,Monday,Walk-in,Large,Custom,Artist B
53,Female,Wednesday,Pre-booked,Small,Script,Artist D
30,Female,Monday,Pre-booked,Sleeve/Back,Realism,Artist D
41,Female,Saturday,Pre-booked,Medium,Script,Artist C
34,Male,Thursday,Walk-in,Large,Script,Artist D
21,Female,Tuesday,Pre-booked,Medium,Script,Artist E
57,Male,Wednesday,Pre-booked,Large,Realism,Artist D
43,Male,Sunday,Walk-in,Large,Script,Artist A
55,Male,Saturday,Walk-in,Large,Realism,Artist E
31,Female,Saturday,Pre-booked,Medium,Script,Artist C
40,Male,Sunday,Pre-booked,Large,Minimalist,Artist D
48,Male,Thursday,Walk-in,Medium,Realism,Artist B
53,Female,Sunday,Walk-in,Medium,Script,Artist D
43,Male,Sunday,Walk-in,Small,Minimalist,Artist E
28,Female,Sunday,Pre-booked,Medium,Script,Artist C
58,Female,Sunday,Pre-booked,Medium,Script,Artist B
39,Female,Wednesday,Walk-in,Large,Custom,Artist B
38,Female,Saturday,Pre-booked,Large,Script,Artist A
52,Female,Friday,Pre-booked,Large,Custom,Artist E
33,Female,Saturday,Pre-booked,Medium,Minimalist,Artist C
55,Male,Thursday,Walk-in,Large,Realism,Artist B
53,Female,Thursday,Pre-booked,Medium,Script,Artist A
21,Female,Monday,Pre-booked,Medium,Custom,Artist B
54,Female,Monday,Pre-booked,Sleeve/Back,Custom,Artist D
26,Female,Sunday,Pre-booked,Large,Script,Artist E
35,Male,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist C
35,Male,Friday,Walk-in,Large,Realism,Artist D
21,Female,Thursday,Pre-booked,Medium,Minimalist,Artist D
54,Male,Friday,Walk-in,Small,Custom,Artist A
42,Male,Friday,Walk-in,Sleeve/Back,Realism,Artist B
26,Male,Thursday,Pre-booked,Small,Script,Artist A
49,Female,Thursday,Walk-in,Large,Script,Artist C
54,Female,Sunday,Pre-booked,Sleeve/Back,Script,Artist C
43,Male,Saturday,Pre-booked,Large,Custom,Artist C
19,Female,Friday,Walk-in,Medium,Minimalist,Artist A
30,Female,Thursday,Pre-booked,Sleeve/Back,Custom,Artist C
37,Male,Thursday,Walk-in,Small,Custom,Artist C
44,Male,Tuesday,Pre-booked,Small,Realism,Artist E
18,Female,Tuesday,Walk-in,Small,Custom,Artist D
56,Female,Friday,Pre-booked,Small,Minimalist,Artist B
47,Male,Monday,Walk-in,Sleeve/Back,Realism,Artist A
47,Male,Friday,Walk-in,Large,Script,Artist C
21,Female,Wednesday,Walk-in,Small,Realism,Artist E
37,Male,Tuesday,Walk-in,Medium,Custom,Artist C
29,Female,Saturday,Walk-in,Medium,Realism,Artist C
51,Female,Tuesday,Walk-in,Sleeve/Back,Script,Artist E
45,Male,Sunday,Walk-in,Medium,Minimalist,Artist E
55,Female,Monday,Walk-in,Large,Realism,Artist D
38,Female,Tuesday,Pre-booked,Sleeve/Back,Realism,Artist E
26,Male,Wednesday,Pre-booked,Medium,Minimalist,Artist A
40,Male,Sunday,Pre-booked,Small,Realism,Artist A
41,Male,Sunday,Walk-in,Small,Custom,Artist D
52,Female,Thursday,Pre-booked,Small,Realism,Artist A
47,Female,Sunday,Walk-in,Small,Custom,Artist A
56,Female,Saturday,Pre-booked,Large,Custom,Artist B
22,Male,Tuesday,Walk-in,Small,Custom,Artist B
20,Female,Tuesday,Walk-in,Large,Realism,Artist C
44,Female,Sunday,Pre-booked,Medium,Script,Artist D
58,Female,Thursday,Walk-in,Small,Minimalist,Artist C
26,Female,Tuesday,Walk-in,Large,Realism,Artist B
45,Female,Thursday,Walk-in,Medium,Realism,Artist C
54,Male,Monday,Pre-booked,Medium,Script,Artist C
37,Male,Tuesday,Walk-in,Sleeve/Back,Custom,Artist A
55,Male,Wednesday,Pre-booked,Large,Minimalist,Artist B
32,Male,Friday,Pre-booked,Medium,Script,Artist C
37,Female,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist E
19,Female,Tuesday,Pre-booked,Sleeve/Back,Custom,Artist B
47,Female,Monday,Walk-in,Sleeve/Back,Minimalist,Artist A
33,Male,Friday,Walk-in,Large,Script,Artist D
31,Male,Friday,Walk-in,Small,Realism,Artist D
33,Male,Friday,Walk-in,Small,Script,Artist B
25,Male,Thursday,Walk-in,Small,Minimalist,Artist C
51,Female,Friday,Pre-booked,Medium,Realism,Artist A
25,Male,Wednesday,Pre-booked,Sleeve/Back,Minimalist,Artist B
51,Male,Wednesday,Walk-in,Sleeve/Back,Script,Artist A
50,Female,Monday,Pre-booked,Large,Custom,Artist C
38,Male,Monday,Pre-booked,Small,Realism,Artist C
30,Male,Saturday,Pre-booked,Large,Script,Artist B
27,Male,Sunday,Walk-in,Sleeve/Back,Minimalist,Artist C
18,Female,Thursday,Walk-in,Sleeve/Back,Custom,Artist C
53,Female,Thursday,Pre-booked,Large,Realism,Artist D
45,Male,Friday,Walk-in,Large,Minimalist,Artist A
